"x" "y"
0.0140904942527413 5.33777252125365
0.0230033053085208 4.79507740769943
0.0336788322310895 4.72128992625355
0.113919236231595 5.04631779908846
0.126232204958797 5.53463317199658
0.14799700723961 5.0653499749872
0.157822042703629 5.47603182587485
0.168184829177335 5.53536985362385
0.229343050858006 5.3553736463013
0.28517556306906 6.0657171331654
0.289804690750316 5.70015841887678
0.305858939886093 5.9057059258861
0.322041333420202 6.26988444015524
0.359400614630431 6.63734788700123
0.416692404076457 6.41915927904489
0.444908207515255 6.47281651776006
0.452677528141066 6.42590731542927
0.45645428285934 7.087831386981
0.479950413573533 6.95336475757257
0.495719394879416 6.9547675974607
0.495853695319965 7.26385549870503
0.525899157626554 7.53336517536467
0.531008583027869 7.45907631230614
0.575121549656615 7.44136067641709
0.604437449015677 7.92029149404235
0.609869973035529 8.12281404272817
0.640358977019787 8.23343769279966
0.649901550728828 8.23842391235621
0.668482330394909 8.78355591264172
0.674830921459943 8.50637112153355
0.676110039465129 8.64964244458817
0.718346029054374 9.31795761521249
0.81862203986384 10.6261187113241
0.850782710127532 11.0190705638346
0.857998338295147 10.9620802517237
0.877453224966303 11.5745205786959
0.88763579307124 11.5240583761079
0.901413307292387 12.2230288852762
0.984137865714729 13.2343693182644
0.999261682853103 13.7302886515943
