"x" "y"
"1" 1.80088922195137 6.56260952528097
"2" -0.657048943452537 -3.04678775219211
"3" -1.46771265100688 -8.18393497606338
"4" -0.0395545177161694 0.198103692852925
"5" -1.75701800920069 -12.9732760568083
"6" -0.568210734054446 -2.59052514330438
"7" -1.0915361661464 -4.67941516084603
"8" -0.39970395155251 -1.13241156986466
"9" 1.74618496280164 5.29394178504587
"10" 1.35050767660141 2.73154970643264
"11" -1.48969673644751 -8.36610983494346
"12" 0.900521636940539 0.845736542767747
"13" 1.10852008219808 3.06011231017798
"14" -1.6694875145331 -10.7723373893477
"15" 1.25485230516642 3.52658187321053
"16" -0.795658598653972 -2.46987315325026
"17" -1.47915402799845 -6.07431880103043
"18" 1.86847905255854 4.46780046789456
"19" 1.55215830449015 3.2772730652473
"20" 0.328667553141713 0.276494402024921
"21" -1.05721451621503 -3.53658609128012
"22" 1.8255847627297 6.2048377775152
"23" -0.125978103838861 -0.817847589917834
"24" -0.564363468438387 0.210671372806593
"25" 1.63718860782683 3.51880088069269
"26" -1.42031694948673 -5.75378091529572
"27" 1.94087544549257 5.13620299865786
"28" -0.804026088677347 -1.31044149404637
"29" -0.929479720070958 -3.21077008621438
"30" 1.72224535699934 3.64999932516215
"31" -1.59412856120616 -8.00548315589239
"32" -1.02049350365996 -4.40132370745315
"33" -1.84701806306839 -12.2625397392755
"34" -1.16431011632085 -6.33898201766647
"35" 1.68201499059796 4.53359225900856
"36" -1.07998508960009 -3.220816649781
"37" -0.15057800989598 -0.199708791000333
"38" -1.04665539227426 -3.12152449311303
"39" -0.991990397684276 -4.470638456935
"40" 0.370871259830892 0.0412281471526166
"41" 1.23381243087351 3.20247986595235
"42" -1.20100110117346 -4.19656145163081
"43" 1.42113061714917 4.95203946221925
"44" 0.969111771322787 3.40632246920329
"45" 0.742366887629032 -0.553692927446554
"46" -1.21848952025175 -7.57645886233077
"47" -1.71243837662041 -11.1101387180209
"48" -0.189757167361677 0.200394592300008
"49" -0.614804781042039 -3.11225080716792
"50" -1.68870041053742 -10.9949457759594
"51" 0.566060170531273 -0.778894637573042
"52" -0.535562438890338 -1.0276040377945
"53" -0.857777452096343 -2.3272215845005
"54" 1.96901084575802 7.05473422661879
"55" -1.38838512357324 -8.18687074025775
"56" 0.0977103319019079 -1.12326205755127
"57" 1.07582992315292 1.27079002515639
"58" 1.90956924110651 5.62968985626139
"59" -1.35451597813517 -8.48319235213281
"60" -0.924569026567042 -2.18053727420245
"61" -0.534040173515677 -0.449477956054005
"62" 0.315526753664017 2.55557144627427
"63" 0.945898379199207 1.70192522555238
"64" 1.99521498009562 6.40522566076287
"65" 1.028459074907 2.09257026042011
"66" 0.466041790321469 -0.609387700939206
"67" 0.470441835932434 1.98759838384373
"68" -1.73883403837681 -11.9505560689356
"69" -0.817046671174467 -4.13508479250985
"70" -0.512896237894893 -0.505120891721357
"71" 1.36569638457149 1.57869067612836
"72" -1.10204822476953 -4.37839073401156
"73" -0.117845602333546 -0.0367630227297732
"74" -1.488041783683 -8.0250534244972
"75" 1.95503953658044 6.60814338743027
"76" -1.22299022972584 -4.0759745054638
"77" -0.307093384675682 -1.2053709834193
"78" 1.00990614946932 1.40566203929315
"79" 1.11692890431732 2.04418454651821
"80" 1.00554501172155 0.497625884040968
"81" -1.94363802298903 -14.5885303228793
"82" 0.417749796062708 0.253259737249268
"83" 1.60565322916955 4.68468739347607
"84" 0.599606202915311 4.30555470461576
"85" -0.711834666319191 -1.94009620985966
"86" -1.08262779656798 -4.65860509943164
"87" 0.561435908079147 1.0790039910127
"88" -0.0801983457058668 0.662272179235413
"89" 0.124034332111478 -0.319294911964522
"90" -0.562397541478276 -2.35591541368004
"91" 0.704440157860518 1.08169167473087
"92" -1.86528467107564 -12.1407694794113
"93" 0.873384116217494 2.52292194482965
"94" 1.27448815945536 3.65078510853528
"95" -1.49507118016481 -6.63552469350872
"96" -0.0171224204823375 -0.659605284372554
"97" 1.55054317228496 4.08047368556008
"98" -0.189289887435734 -1.25021709611374
"99" 0.103596630506217 0.0614070447951696
"100" 1.99704673141241 5.93518160704913
