-3	-11.3581751534650
-2.9	-9.68181403875371
-2.8	-9.36366749719384
-2.7	-9.7649488497904
-2.6	-8.36958966644943
-2.5	-6.22649885001585
-2.4	-5.73399505716545
-2.3	-5.64182183663587
-2.2	-6.02046106494988
-2.1	-4.10875399060762
-2	-2.25163881733215
-1.9	-4.82272625301395
-1.8	-1.39945868054130
-1.7	-2.38764099168652
-1.6	-1.35111138777141
-1.5	-1.14040142761585
-1.4	-0.722353318649869
-1.3	-0.730361381084373
-1.2	-1.97785427863641
-1.1	0.211432287088750
-1	-1.78346810049204
-0.9	-1.12381509778173
-0.8	-0.202537563565713
-0.7	1.47761274607643
-0.6	0.849794878576154
-0.5	-0.995369558874385
-0.4	0.360413852438003
-0.3	2.18078385391607
-0.2	1.77888267842434
-0.1	-1.14354833147031
0	0.785661810273857
0.1	1.42782006384988
0.2	0.249010545150552
0.3	0.0643620523568393
0.4	0.344213338330491
0.5	0.870553080720991
0.6	2.66623066241271
0.7	2.17141854406182
0.8	0.837559720390165
0.9	0.995477908860537
1	2.40958730625902
1.1	5.05646994839534
1.2	1.85174822318413
1.3	4.06503823387899
1.4	2.00197318988649
1.5	4.22173376528407
1.6	3.67022461052051
1.7	5.55526017277477
1.8	2.92661725009851
1.9	4.59476700827671
2	5.90016060174472
2.1	5.68572640273829
2.2	6.7386372692761
2.3	6.00430801656895
2.4	9.04271117760373
2.5	11.8135451709105
2.6	10.6047784428852
2.7	11.1197965196937
2.8	11.7058839082212
2.9	13.3413460243424
3	15.3280082595581
